Item_Identifier,Outlet_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,years,Item_Outlet_Sales
NCG43,OUT018,0.9641583403063492,1.0,0.22699123545878006,0.8333333333333333,0.5138949719794845,1.0,1.0,0.0,0.0,0.6640129906178548
FDT01,OUT045,0.7104449578545042,0.6666666666666666,0.5619558368582072,0.5833333333333333,0.8916838169414225,0.6666666666666666,0.5,1.0,0.42548300017898155,0.8276055325709485
NCR38,OUT017,0.8619653169009565,1.0,0.34763617479492764,0.8333333333333333,0.9753864588798078,0.6666666666666666,0.5,1.0,0.14432907008854023,0.791903313467638
DRF01,OUT049,0.1400251870412068,1.0,0.5339745631478247,0.25,0.7230685584545768,1.0,0.0,1.0,0.5586639656001173,0.7214896489712707
FDF53,OUT035,0.9815477670999211,0.6666666666666666,0.25454646514799795,0.75,0.8219988859303973,0.3333333333333333,0.5,1.0,0.3237224473450442,0.7571513485395772
FDS45,OUT013,0.08260722643047247,0.6666666666666666,0.08974488541626914,0.9166666666666666,0.5668466889659745,0.0,1.0,1.0,0.9491638012385146,0.7684600097891711
FDR20,OUT017,0.9577172721813789,0.6666666666666666,0.08612549210704797,1.0,0.18254466375712508,0.6666666666666666,0.5,1.0,0.14432907008854023,0.5834401552901941
FDY07,OUT010,0.6161689873185427,1.0,0.0,1.0,0.18521668485905196,0.6666666666666666,1.0,0.6666666666666666,0.5988556832143641,0.3233150753037597
FDD38,OUT045,0.8429250617346207,0.6666666666666666,0.02499564025741659,0.5833333333333333,0.5552248357567029,0.6666666666666666,0.5,1.0,0.42548300017898155,0.6405074518147301
DRF15,OUT018,0.9019811003363751,1.0,0.101553621386665,0.6666666666666666,0.7465929425283235,1.0,1.0,0.0,0.0,0.684788579300513
FDH32,OUT046,0.6688258098025246,1.0,0.23161429224291527,1.0,0.5187986115970227,0.3333333333333333,0.0,1.0,0.6372605002446154,0.5460114785436351
NCJ42,OUT046,0.9495747496543263,1.0,0.043549696138396606,0.8333333333333333,0.555976159346717,0.3333333333333333,0.0,1.0,0.6372605002446154,0.6042462024746981
FDB56,OUT018,0.42259004014176393,0.6666666666666666,0.22817681625012393,1.0,0.8356813802256959,1.0,1.0,0.0,0.0,0.5589651402654375
FDD03,OUT018,0.6936304538976468,1.0,0.2440120943893983,0.6666666666666666,0.9387080393333354,1.0,1.0,0.0,0.0,0.8095394850623804
NCL18,OUT013,0.919383277511691,1.0,0.5098935644230973,0.8333333333333333,0.8526662844496733,0.0,1.0,1.0,0.9491638012385146,0.5953166821156312
FDW22,OUT049,0.48897717659121276,0.6666666666666666,0.09238220537065472,0.9166666666666666,0.9160002242131111,1.0,0.0,1.0,0.5586639656001173,0.8627580991127098
FDE32,OUT035,0.9799860727220115,1.0,0.14845016373593828,1.0,0.08508890748976872,0.3333333333333333,0.5,1.0,0.3237224473450442,0.20582807158074756
FDA34,OUT027,0.6586315517838741,1.0,0.045033500740708596,0.3333333333333333,0.801527010371403,1.0,1.0,0.3333333333333333,1.0,0.9055498302077644
FDJ08,OUT017,0.5765823834672308,1.0,0.33891954597969,1.0,0.8458349487113273,0.6666666666666666,0.5,1.0,0.14432907008854023,0.7566054556355547
FDG38,OUT013,0.4390250500202324,0.6666666666666666,0.16043456837306,0.5833333333333333,0.45691822960497674,0.0,1.0,1.0,0.9491638012385146,0.7829907774130297
FDD29,OUT018,0.6350899754176278,1.0,0.05629117097344595,0.75,0.9753816678459404,1.0,1.0,0.0,0.0,0.639849734613121
NCE31,OUT013,0.33731372606445786,1.0,0.5624081818479357,0.8333333333333333,0.05785929195391115,0.0,1.0,1.0,0.9491638012385146,0.43590893552962073
FDS19,OUT013,0.7175195857115293,0.6666666666666666,0.19535814062694565,1.0,0.41950524105360953,0.0,1.0,1.0,0.9491638012385146,0.4860329988601796
FDU11,OUT013,0.03188740190139083,1.0,0.2817270042412984,0.08333333333333333,0.6275193205744993,0.0,1.0,1.0,0.9491638012385146,0.6167222015140063
FDL02,OUT049,0.9577172721813789,0.6666666666666666,0.31744236141368914,0.5833333333333333,0.5664041218141258,1.0,0.0,1.0,0.5586639656001173,0.6095945428220996
FDO51,OUT027,0.6586315517838741,0.6666666666666666,0.12722391178699602,0.16666666666666666,0.15274738570649737,1.0,1.0,0.3333333333333333,1.0,0.5866905256218037
DRK23,OUT018,0.39577963933439464,1.0,0.22007260078313728,0.0,0.9770999636866109,1.0,1.0,0.0,0.0,0.7812379989634691
FDO27,OUT018,0.19696930958106496,0.6666666666666666,0.5475393341231806,0.16666666666666666,0.5194561917710936,1.0,1.0,0.0,0.0,0.6411625947741314
FDB16,OUT049,0.38135512547265127,1.0,0.13701848748888168,0.6666666666666666,0.48882144650049897,1.0,0.0,1.0,0.5586639656001173,0.614521912439966
FDA44,OUT017,0.9479338818411824,1.0,0.16298794265181754,1.0,0.2664549280139481,0.6666666666666666,0.5,1.0,0.14432907008854023,0.6341901431323301
NCB18,OUT018,0.9446396151606036,1.0,0.126250045113911,0.8333333333333333,0.4910727905841803,1.0,1.0,0.0,0.0,0.6055095202632962
NCL53,OUT046,0.3228049129003221,1.0,0.11034079416829722,0.41666666666666663,0.8039143702755474,0.3333333333333333,0.0,1.0,0.6372605002446154,0.7971918567750028
FDR16,OUT018,0.16141690422222044,0.6666666666666666,0.32109837875311953,0.75,0.8978855987660173,1.0,1.0,0.0,0.0,0.6369693795425887
NCQ05,OUT013,0.5935613512159534,0.3333333333333333,0.0,0.41666666666666663,0.736361201328279,0.0,1.0,1.0,0.9491638012385146,0.7773546844493499
FDF44,OUT018,0.29367712773609345,0.6666666666666666,0.18262175119394583,1.0,0.6722517506706986,1.0,1.0,0.0,0.0,0.7460743851135964
FDU50,OUT017,0.15080940674470455,0.6666666666666666,0.23019941767700614,0.6666666666666666,0.6060907309724359,0.6666666666666666,0.5,1.0,0.14432907008854023,0.6081849444924722
FDG20,OUT010,0.792719909921491,0.6666666666666666,0.6406260808382575,1.0,0.8115687756697798,0.6666666666666666,1.0,0.6666666666666666,0.5988556832143641,0.27978593128482143
FDD58,OUT035,0.34486520256600905,1.0,0.18070235906746127,0.9166666666666666,0.5409618143654469,0.3333333333333333,0.5,1.0,0.3237224473450442,0.531970656553833
FDT01,OUT017,0.7104449578545042,0.6666666666666666,0.563990698062725,0.5833333333333333,0.894760407372122,0.6666666666666666,0.5,1.0,0.14432907008854023,0.7634969142894875
FDK15,OUT049,0.5588464245424325,1.0,0.30015087992011275,0.16666666666666666,0.5340569563601401,1.0,0.0,1.0,0.5586639656001173,0.6360730517652645
FDJ08,OUT049,0.5765823834672308,1.0,0.3375372271223505,1.0,0.8397136664162632,1.0,0.0,1.0,0.5586639656001173,0.844191341035276
FDS10,OUT027,0.6586315517838741,1.0,0.10662656876888091,0.9166666666666666,0.8214865978147219,1.0,1.0,0.3333333333333333,1.0,0.8681793798946872
FDJ55,OUT049,0.6688258098025246,0.6666666666666666,0.0717667102078587,0.16666666666666666,0.9241513985902587,1.0,0.0,1.0,0.5586639656001173,0.8213359198035163
FDU32,OUT010,0.42517416335664526,1.0,0.0,1.0,0.6387692385969457,0.6666666666666666,1.0,0.6666666666666666,0.5988556832143641,0.21718081543894907
FDG09,OUT035,0.9768513353336294,0.6666666666666666,0.14594561845230886,1.0,0.8314358489082103,0.3333333333333333,0.5,1.0,0.3237224473450442,0.8144098926343727
FDE39,OUT045,0.35561968133278987,1.0,0.11025817313332277,0.6666666666666666,0.6312656109400998,0.6666666666666666,0.5,1.0,0.42548300017898155,0.7771291147382237
FDU56,OUT013,0.8467781802878669,1.0,0.1351349550597235,1.0,0.8311121053379598,0.0,1.0,1.0,0.9491638012385146,0.6543595390766256
NCH55,OUT045,0.8272790552210192,1.0,0.10579655807077849,0.8333333333333333,0.6550165150145393,0.6666666666666666,0.5,1.0,0.42548300017898155,0.5233847329198186
FDX33,OUT027,0.6586315517838741,0.6666666666666666,0.3560265887718683,0.9166666666666666,0.7597184112605335,1.0,1.0,0.3333333333333333,1.0,0.8380758001817684
FDR24,OUT045,0.8657070730169283,0.6666666666666666,0.19178101096745212,0.5,0.48230912300054474,0.6666666666666666,0.5,1.0,0.42548300017898155,0.6591253787894679
FDC33,OUT027,0.6586315517838741,0.6666666666666666,0.20891106596519218,1.0,0.8592435306662733,1.0,1.0,0.3333333333333333,1.0,0.9065648537608685
NCV54,OUT027,0.6586315517838741,1.0,0.10033349031289376,0.8333333333333333,0.6145327662254298,1.0,1.0,0.3333333333333333,1.0,0.7221627050145828
NCQ02,OUT013,0.6586315517838741,1.0,0.02268716006142776,0.8333333333333333,0.8334385596513383,0.0,1.0,1.0,0.9491638012385146,0.7428605466050141
NCU17,OUT049,0.10049529956244996,1.0,0.2832834417835415,0.41666666666666663,0.5488320152388084,1.0,0.0,1.0,0.5586639656001173,0.7508577947443874
NCZ06,OUT019,0.6586315517838741,1.0,0.5020385488822914,0.8333333333333333,0.9792354078658878,0.3333333333333333,0.0,0.6666666666666666,1.0,0.523824651208369
FDV37,OUT035,0.6788620109272943,0.6666666666666666,0.2542642649212121,0.5833333333333333,0.8641008797650218,0.3333333333333333,0.5,1.0,0.3237224473450442,0.4821335823006966
DRH25,OUT027,0.6586315517838741,1.0,0.04422278716403596,0.25,0.22083256571012955,1.0,1.0,0.3333333333333333,1.0,0.6132392332711544
NCI43,OUT035,0.9528440596626411,1.0,0.07906367443477766,0.8333333333333333,0.1831813858213951,0.3333333333333333,0.5,1.0,0.3237224473450442,0.5930078343042037
NCQ53,OUT017,0.874967917743821,1.0,0.05789520726984228,0.41666666666666663,0.9449041165448624,0.6666666666666666,0.5,1.0,0.14432907008854023,0.7574417651163471
NCT18,OUT035,0.7539980816252998,1.0,0.18086344755154457,0.8333333333333333,0.8208859924907896,0.3333333333333333,0.5,1.0,0.3237224473450442,0.7673355616297709
FDF14,OUT049,0.32710607161974226,1.0,0.08286482366742946,0.5833333333333333,0.73962005795951,1.0,0.0,1.0,0.5586639656001173,0.7392606484528407
FDM14,OUT046,0.7175195857115293,1.0,0.040390784462183166,0.5833333333333333,0.5732747711877386,0.3333333333333333,0.0,1.0,0.6372605002446154,0.7494941308892019
FDX57,OUT010,0.8619653169009565,0.6666666666666666,0.2409139091129881,0.9166666666666666,0.5383208570565561,0.6666666666666666,1.0,0.6666666666666666,0.5988556832143641,0.17937110896655017
NCV05,OUT046,0.5154689171605795,1.0,0.09198947225548981,0.41666666666666663,0.740936503301552,0.3333333333333333,0.0,1.0,0.6372605002446154,0.6423209994834903
FDX39,OUT013,0.740558387679163,0.6666666666666666,0.1511455090412541,0.16666666666666666,0.8938140999817299,0.0,1.0,1.0,0.9491638012385146,0.7624441509925634
FDA23,OUT046,0.4959501920148339,1.0,0.1436916525482304,0.5,0.5448342198381075,0.3333333333333333,0.0,1.0,0.6372605002446154,0.6502128427348594
NCV06,OUT046,0.5881420121791214,1.0,0.20305472305527736,0.8333333333333333,0.8522686660945591,0.3333333333333333,0.0,1.0,0.6372605002446154,0.4108470425801459
NCE31,OUT045,0.33731372606445786,1.0,0.5640181226919811,0.8333333333333333,0.06956464631926251,0.6666666666666666,0.5,1.0,0.42548300017898155,0.4225106817471239
DRI39,OUT010,0.7175195857115293,1.0,0.4947214440271356,0.6666666666666666,0.27064703551543445,0.6666666666666666,1.0,0.6666666666666666,0.5988556832143641,0.32087139960550437
FDH21,OUT049,0.534104992400456,1.0,0.09523270720604636,0.3333333333333333,0.7614780927207745,1.0,0.0,1.0,0.5586639656001173,0.6092432545243401
FDR26,OUT046,0.9799860727220115,1.0,0.13044445427283824,0.6666666666666666,0.80524308748091,0.3333333333333333,0.0,1.0,0.6372605002446154,0.6475767439639747
FDA14,OUT019,0.6586315517838741,1.0,0.34753521281591476,0.6666666666666666,0.7223267793403512,0.3333333333333333,0.0,0.6666666666666666,1.0,0.48005419143054195
FDG21,OUT018,0.8657070730169283,0.6666666666666666,0.447320082647345,0.3333333333333333,0.7299633985486338,1.0,1.0,0.0,0.0,0.790569531012688
NCQ38,OUT018,0.8272790552210192,1.0,0.04086860213942315,0.3333333333333333,0.5640327897568729,1.0,1.0,0.0,0.0,0.6689466498197608
FDN20,OUT046,0.9363298475723774,1.0,0.07972781576184006,1.0,0.7814107831433112,0.3333333333333333,0.0,1.0,0.6372605002446154,0.7131472825636959
NCN29,OUT017,0.7800682627914919,1.0,0.03710516101071092,0.41666666666666663,0.22149149331165274,0.6666666666666666,0.5,1.0,0.14432907008854023,0.24724143190137482
FDI28,OUT018,0.740558387679163,1.0,0.08048006244069797,0.75,0.4274987213936119,1.0,1.0,0.0,0.0,0.4708665098838066
FDA03,OUT027,0.6586315517838741,0.6666666666666666,0.13777363010627197,0.6666666666666666,0.721165820032796,1.0,1.0,0.3333333333333333,1.0,0.779212088455208
FDZ28,OUT046,0.9577172721813789,0.6666666666666666,0.0,0.75,0.6548912648861824,0.3333333333333333,0.0,1.0,0.6372605002446154,0.6660915990066091
FDO52,OUT027,0.6586315517838741,0.6666666666666666,0.2338399473788175,0.75,0.7953409173517993,1.0,1.0,0.3333333333333333,1.0,0.7273216780930319
FDU10,OUT017,0.5154689171605795,0.6666666666666666,0.13992613158143444,0.9166666666666666,0.09412240616032452,0.6666666666666666,0.5,1.0,0.14432907008854023,0.6042462024746981
FDP13,OUT027,0.6586315517838741,0.6666666666666666,0.4070547249067291,0.5833333333333333,0.13228205734608567,1.0,1.0,0.3333333333333333,1.0,0.5553652421132639
FDV02,OUT027,0.6586315517838741,1.0,0.18347775225521745,0.6666666666666666,0.7915305855429629,1.0,1.0,0.3333333333333333,1.0,0.7578402669682175
FDS28,OUT049,0.37898542664928714,0.0,0.25131540471085095,0.75,0.279459150493957,1.0,0.0,1.0,0.5586639656001173,0.5201228459338686
FDW49,OUT046,0.9413284979377765,1.0,0.2513839510582368,0.5833333333333333,0.8157320009629898,0.3333333333333333,0.0,1.0,0.6372605002446154,0.5137133754804154
FDP33,OUT046,0.9142115695311255,1.0,0.27184748405428033,0.9166666666666666,0.9783159730196465,0.3333333333333333,0.0,1.0,0.6372605002446154,0.8426941727084504
FDJ03,OUT045,0.6456587327268344,0.6666666666666666,0.2209005194625523,0.6666666666666666,0.20512454216784226,0.6666666666666666,0.5,1.0,0.42548300017898155,0.5494393555858842
FDQ51,OUT013,0.8132715409919518,0.6666666666666666,0.053401809967064014,0.16666666666666666,0.17540701058050256,0.0,1.0,1.0,0.9491638012385146,0.5761019628058072
DRK23,OUT049,0.39577963933439464,1.0,0.2195205210102198,0.0,0.9763650090065092,1.0,0.0,1.0,0.5586639656001173,0.8233052226641476
FDU11,OUT045,0.03188740190139083,1.0,0.2825334728775776,0.08333333333333333,0.6259630835734615,0.6666666666666666,0.5,1.0,0.42548300017898155,0.6686386666372973
NCK06,OUT035,0.06421075252622188,1.0,0.026325006985271713,0.8333333333333333,0.6373802175231806,0.3333333333333333,0.5,1.0,0.3237224473450442,0.7336695396619471
FDY09,OUT017,0.7968827667483493,1.0,0.07717232205803676,0.9166666666666666,0.8012524873601228,0.6666666666666666,0.5,1.0,0.14432907008854023,0.6633143453475417
NCY18,OUT035,0.30397717633918075,1.0,0.09484348819505219,0.8333333333333333,0.7993752001011916,0.3333333333333333,0.5,1.0,0.3237224473450442,0.7311846682823663
FDA10,OUT049,0.9689474275438144,1.0,0.0,0.9166666666666666,0.6306062745654408,1.0,0.0,1.0,0.5586639656001173,0.6340385914583769
FDO34,OUT017,0.878635474329025,1.0,0.09168426591344411,0.9166666666666666,0.7784247462971634,0.6666666666666666,0.5,1.0,0.14432907008854023,0.8161045936604235
FDE38,OUT027,0.6586315517838741,1.0,0.1351777485657126,0.5833333333333333,0.7739132355147951,1.0,1.0,0.3333333333333333,1.0,0.8204172219458782
FDF40,OUT017,0.9657586427423424,0.6666666666666666,0.06894060612170101,0.6666666666666666,0.9665257127554732,0.6666666666666666,0.5,1.0,0.14432907008854023,0.7046160700961913
FDY02,OUT017,0.4368576752085971,0.6666666666666666,0.0,0.6666666666666666,0.9963192722135532,0.6666666666666666,0.5,1.0,0.14432907008854023,0.829785598882529
FDS03,OUT019,0.6586315517838741,1.0,0.4245531670379659,0.16666666666666666,0.34877338174272543,0.3333333333333333,0.0,0.6666666666666666,1.0,0.3429767196453215
FDB59,OUT046,0.898443812814727,1.0,0.046526553466388475,0.9166666666666666,0.8630841276441243,0.3333333333333333,0.0,1.0,0.6372605002446154,0.7629011615803051
NCQ42,OUT049,0.9689474275438144,1.0,0.11976352344523211,0.8333333333333333,0.6559888056642418,1.0,0.0,1.0,0.5586639656001173,0.7491895798614606
FDO15,OUT049,0.8429250617346207,0.6666666666666666,0.026126977775282646,0.16666666666666666,0.3907467277797805,1.0,0.0,1.0,0.5586639656001173,0.562837609368381
DRN47,OUT010,0.6324206025393473,1.0,0.08576523552652858,0.0,0.8114724264587649,0.6666666666666666,1.0,0.6666666666666666,0.5988556832143641,0.4661797244891631
FDA03,OUT035,0.9072510507919451,0.6666666666666666,0.0,0.6666666666666666,0.7128297474584109,0.3333333333333333,0.5,1.0,0.3237224473450442,0.6889901042846017
FDA01,OUT035,0.7714943360460917,0.6666666666666666,0.16555867733601473,0.5833333333333333,0.29263490933452596,0.3333333333333333,0.5,1.0,0.3237224473450442,0.5688754242265422
FDB38,OUT046,0.9413284979377765,0.6666666666666666,0.08327482887865714,0.5833333333333333,0.7583536432617874,0.3333333333333333,0.0,1.0,0.6372605002446154,0.6639495977701187
FDT59,OUT017,0.7104449578545042,1.0,0.04872678159204315,0.08333333333333333,0.9319551347616257,0.6666666666666666,0.5,1.0,0.14432907008854023,0.6718748086708451
FDG08,OUT035,0.686288348657504,0.6666666666666666,0.503448886173318,1.0,0.7914371140573278,0.3333333333333333,0.5,1.0,0.3237224473450442,0.7761264930205155
FDV56,OUT027,0.6586315517838741,0.6666666666666666,0.04120053881631353,1.0,0.5703607777052988,1.0,1.0,0.3333333333333333,1.0,0.6261216505515975
FDY26,OUT046,0.9768513353336294,0.0,0.0929091565581156,0.6666666666666666,0.8913181133641386,0.3333333333333333,0.0,1.0,0.6372605002446154,0.9141013143180364
DRE13,OUT035,0.2078838693342866,1.0,0.08435026351578971,0.25,0.4819738918547083,0.3333333333333333,0.5,1.0,0.3237224473450442,0.6029732776144728
FDE51,OUT046,0.17021665918384232,0.6666666666666666,0.2937575794567882,0.6666666666666666,0.146226160404765,0.3333333333333333,0.0,1.0,0.6372605002446154,0.5022869263292095
FDL40,OUT045,0.878635474329025,1.0,0.03543553216332869,0.75,0.5158472216355583,0.6666666666666666,0.5,1.0,0.42548300017898155,0.5796015079499109
FDD50,OUT046,0.919383277511691,1.0,0.43132193461069457,0.5833333333333333,0.7843778288574796,0.3333333333333333,0.0,1.0,0.6372605002446154,0.7463071390038635
FDC04,OUT027,0.6586315517838741,1.0,0.13632471075298944,0.6666666666666666,0.9541100708662253,1.0,1.0,0.3333333333333333,1.0,0.8246943494120292
FDN15,OUT010,0.8712794632875336,1.0,0.08529279558582717,0.16666666666666666,0.7046970069233445,0.6666666666666666,1.0,0.6666666666666666,0.5988556832143641,0.42411250078848484
FDC46,OUT013,0.878635474329025,1.0,0.3545941223690489,0.9166666666666666,0.823519114938537,0.0,1.0,1.0,0.9491638012385146,0.8443424821854516
FDV56,OUT013,0.8173047129529709,0.6666666666666666,0.041366572625503674,1.0,0.5769002943742367,0.0,1.0,1.0,0.9491638012385146,0.3806732299595964
FDK43,OUT018,0.4959501920148339,1.0,0.08206713420127523,0.16666666666666666,0.6586640116350408,1.0,1.0,0.0,0.0,0.6088912274493855
NCR29,OUT045,0.3283908659661037,1.0,0.16672715655974782,0.41666666666666663,0.2613741626095831,0.6666666666666666,0.5,1.0,0.42548300017898155,0.4902020748814292
FDY03,OUT046,0.874967917743821,0.6666666666666666,0.2318024642993509,0.16666666666666666,0.5937391894872213,0.3333333333333333,0.0,1.0,0.6372605002446154,0.589285752994012
FDU44,OUT049,0.6350899754176278,0.6666666666666666,0.1781917630689382,1.0,0.7732628840689504,1.0,0.0,1.0,0.5586639656001173,0.8454609929326374
FDZ04,OUT013,0.46274691381437405,0.0,0.11548280861870772,0.75,0.3163894362514159,0.0,1.0,1.0,0.9491638012385146,0.40735964951506654
FDU16,OUT049,0.9329758400394026,0.6666666666666666,0.1777323837805663,0.75,0.4505390168379493,1.0,0.0,1.0,0.5586639656001173,0.7183582500577187
FDV07,OUT045,0.4758245708351496,1.0,0.0954544794578199,1.0,0.5895555567967081,0.6666666666666666,0.5,1.0,0.42548300017898155,0.6541579872010438
NCL19,OUT013,0.7864249947811499,1.0,0.04769676233584855,0.3333333333333333,0.7119775179897134,0.0,1.0,1.0,0.9491638012385146,0.7537748317847338
FDW01,OUT027,0.6586315517838741,1.0,0.19412929128606798,0.5833333333333333,0.7418572688402292,1.0,1.0,0.3333333333333333,1.0,0.7080126954064779
FDC10,OUT027,0.6586315517838741,0.6666666666666666,0.22084884020615572,0.9166666666666666,0.6282954966331369,1.0,1.0,0.3333333333333333,1.0,0.6570900318118041
DRC12,OUT017,0.8840981397064664,1.0,0.1158400900867706,0.25,0.8393048488569037,0.6666666666666666,0.5,1.0,0.14432907008854023,0.7661690843486156
DRK39,OUT013,0.27999116328834783,1.0,0.15172130140444676,0.6666666666666666,0.4507330976405246,0.0,1.0,1.0,0.9491638012385146,0.7386530658893972
FDG24,OUT027,0.6586315517838741,1.0,0.04433830191933305,0.5,0.44617191509252985,1.0,1.0,0.3333333333333333,1.0,0.6174771510834
FDO04,OUT027,0.6586315517838741,1.0,0.08041847121803125,0.75,0.2481480563927625,1.0,1.0,0.3333333333333333,1.0,0.4862164386730007
DRB25,OUT035,0.6430326763639391,1.0,0.21147534188427142,0.25,0.5709495945962249,0.3333333333333333,0.5,1.0,0.3237224473450442,0.5438166072877709
FDK26,OUT035,0.1173098035193072,0.6666666666666666,0.09796652494818463,0.5833333333333333,0.8285882522625583,0.3333333333333333,0.5,1.0,0.3237224473450442,0.8132185081569144
FDM52,OUT045,0.7757954947655119,1.0,0.07931442129762967,0.75,0.7224269345373271,0.6666666666666666,0.5,1.0,0.42548300017898155,0.6654644389906362
FDY07,OUT045,0.6161689873185427,1.0,0.37104687794256735,1.0,0.18821423900070178,0.6666666666666666,0.5,1.0,0.42548300017898155,0.483257001366194
NCO06,OUT018,0.9329758400394026,1.0,0.33030905590004267,0.8333333333333333,0.03122258303978831,1.0,1.0,0.0,0.0,0.43265856519801116
FDO10,OUT045,0.7104449578545042,0.6666666666666666,0.0,0.9166666666666666,0.2703614924552249,0.6666666666666666,0.5,1.0,0.42548300017898155,0.6295828207405779
FDK34,OUT013,0.6960594323787082,1.0,0.1172219369457163,0.9166666666666666,0.9509576225942076,0.0,1.0,1.0,0.9491638012385146,0.7454521211536794
FDS33,OUT027,0.6586315517838741,0.6666666666666666,0.3740385834264835,0.9166666666666666,0.4768068622819306,1.0,1.0,0.3333333333333333,1.0,0.7726520753294549
FDO45,OUT045,0.686288348657504,0.6666666666666666,0.11580631631782981,0.9166666666666666,0.4860197823339085,0.6666666666666666,0.5,1.0,0.42548300017898155,0.6639495977701187
FDF08,OUT046,0.740558387679163,0.6666666666666666,0.19856685879173502,1.0,0.49228990999916,0.3333333333333333,0.0,1.0,0.6372605002446154,0.5638783721769002
FDH58,OUT045,0.6430326763639391,1.0,0.11271500394706373,0.9166666666666666,0.6079811550288436,0.6666666666666666,0.5,1.0,0.42548300017898155,0.6820226921217322
FDS03,OUT010,0.3502647757883528,1.0,0.4058637085209791,0.16666666666666666,0.32857537951295734,0.6666666666666666,1.0,0.6666666666666666,0.5988556832143641,0.22695163624056935
DRF03,OUT035,0.9279120175616227,1.0,0.13794400630068523,0.6666666666666666,0.10052441121275035,0.3333333333333333,0.5,1.0,0.3237224473450442,0.40107622177852575
FDE02,OUT013,0.41962406929110885,0.0,0.36891842706943306,0.5833333333333333,0.5120658698850331,0.0,1.0,1.0,0.9491638012385146,0.6664043000361753
NCZ06,OUT013,0.9446396151606036,1.0,0.2864978574257169,0.8333333333333333,0.9737202697031013,0.0,1.0,1.0,0.9491638012385146,0.7413100869542214
FDW49,OUT049,0.9413284979377765,1.0,0.0,0.5833333333333333,0.8144328655742985,1.0,0.0,1.0,0.5586639656001173,0.7110070356024888
FDR23,OUT017,0.8071742713691012,1.0,0.0,0.08333333333333333,0.802406215507697,0.6666666666666666,0.5,1.0,0.14432907008854023,0.743255797821594
NCJ29,OUT027,0.6586315517838741,1.0,0.106648807506107,0.41666666666666663,0.46688906266966024,1.0,1.0,0.3333333333333333,1.0,0.6893173552440589
FDY35,OUT045,0.874967917743821,0.6666666666666666,0.04890569029935624,0.08333333333333333,0.19218125059798674,0.6666666666666666,0.5,1.0,0.42548300017898155,0.4552940165200453
FDZ01,OUT027,0.6586315517838741,0.6666666666666666,0.027451968621254444,0.5833333333333333,0.5544604896266039,1.0,1.0,0.3333333333333333,1.0,0.758706446455729
FDX19,OUT046,0.9279120175616227,1.0,0.2945690665017965,1.0,0.937042158821118,0.3333333333333333,0.0,1.0,0.6372605002446154,0.84360708629745
FDG44,OUT018,0.1922347106187441,1.0,0.31245451077415204,1.0,0.254830429120954,1.0,1.0,0.0,0.0,0.5340500474239879
FDQ23,OUT035,0.23513293393639367,1.0,0.0746707275256564,0.08333333333333333,0.5449807354883509,0.3333333333333333,0.5,1.0,0.3237224473450442,0.7336695396619471
FDY22,OUT017,0.8331907127979608,0.6666666666666666,0.4891246758726126,0.9166666666666666,0.7115423845684079,0.6666666666666666,0.5,1.0,0.14432907008854023,0.728748480173853
NCN41,OUT013,0.8525151927792567,1.0,0.15885290175537967,0.41666666666666663,0.6464092843069777,0.0,1.0,1.0,0.9491638012385146,0.5867910896455234
FDA47,OUT045,0.540610795962819,0.6666666666666666,0.0,0.5,0.7683081682546589,0.6666666666666666,0.5,1.0,0.42548300017898155,0.6140954438973106
NCD19,OUT045,0.43577126039860925,1.0,0.0,0.8333333333333333,0.2670306373048623,0.6666666666666666,0.5,1.0,0.42548300017898155,0.3847560863319004
FDO36,OUT027,0.6586315517838741,1.0,0.23611046672333977,0.5,0.8184892218072419,1.0,1.0,0.3333333333333333,1.0,0.7661002142334922
FDH20,OUT013,0.8173047129529709,0.6666666666666666,0.07591059117744013,1.0,0.5187986115970227,0.0,1.0,1.0,0.9491638012385146,0.7583460828882426
FDN12,OUT027,0.6586315517838741,0.3333333333333333,0.24577772466493197,0.5,0.5996899876461326,1.0,1.0,0.3333333333333333,1.0,0.7721877510027414
NCJ30,OUT018,0.1586422664307221,1.0,0.24656274325807542,0.8333333333333333,0.7933536294970565,1.0,1.0,0.0,0.0,0.6886622122846578
FDB09,OUT049,0.8233077421167214,1.0,0.17505149989700688,1.0,0.6506111495139875,1.0,0.0,1.0,0.5586639656001173,0.674097481221006
FDA09,OUT045,0.6960594323787082,0.6666666666666666,0.45576567475909835,0.9166666666666666,0.8169390290837604,0.6666666666666666,0.5,1.0,0.42548300017898155,0.55168621901873
FDL24,OUT027,0.6586315517838741,0.6666666666666666,0.07544673856235526,0.5,0.7959682659301723,1.0,1.0,0.3333333333333333,1.0,0.9125146786239983
FDP03,OUT035,0.07947248904209037,0.6666666666666666,0.18625821561926853,0.16666666666666666,0.6485149475816008,0.3333333333333333,0.5,1.0,0.3237224473450442,0.7447492979555209
FDR58,OUT027,0.6586315517838741,1.0,0.1270389949969023,0.9166666666666666,0.5158728807243715,1.0,1.0,0.3333333333333333,1.0,0.745957886689374
FDO13,OUT013,0.3535653412852626,1.0,0.18578118663611884,0.3333333333333333,0.7786242612975998,0.0,1.0,1.0,0.9491638012385146,0.7847870113233532
